Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
7/21/2023,GT,Guatemala,AMRO,0,1266928,0,20219
7/22/2023,GT,Guatemala,AMRO,0,1266928,0,20219
7/23/2023,GT,Guatemala,AMRO,2121,1269049,5,20224
7/24/2023,GT,Guatemala,AMRO,0,1269049,0,20224
7/25/2023,GT,Guatemala,AMRO,0,1269049,0,20224
7/26/2023,GT,Guatemala,AMRO,0,1269049,0,20224
7/27/2023,GT,Guatemala,AMRO,0,1269049,0,20224
7/28/2023,GT,Guatemala,AMRO,0,1269049,0,20224
7/29/2023,GT,Guatemala,AMRO,0,1269049,0,20224
7/30/2023,GT,Guatemala,AMRO,2012,1271061,11,20235
7/31/2023,GT,Guatemala,AMRO,0,1271061,0,20235
8/01/23,GT,Guatemala,AMRO,0,1271061,0,20235
8/02/23,GT,Guatemala,AMRO,0,1271061,0,20235
8/03/23,GT,Guatemala,AMRO,0,1271061,0,20235
8/04/23,GT,Guatemala,AMRO,0,1271061,0,20235
8/05/23,GT,Guatemala,AMRO,0,1271061,0,20235
8/06/23,GT,Guatemala,AMRO,0,1271061,0,20235
8/07/23,GT,Guatemala,AMRO,1,1271062,0,20235
8/08/23,GT,Guatemala,AMRO,0,1271062,0,20235
8/09/23,GT,Guatemala,AMRO,0,1271062,0,20235
8/10/23,GT,Guatemala,AMRO,0,1271062,0,20235
8/11/23,GT,Guatemala,AMRO,0,1271062,0,20235
8/12/23,GT,Guatemala,AMRO,0,1271062,0,20235
8/13/2023,GT,Guatemala,AMRO,0,1271062,0,20235
8/14/2023,GT,Guatemala,AMRO,4,1271066,0,20235
8/15/2023,GT,Guatemala,AMRO,0,1271066,0,20235
8/16/2023,GT,Guatemala,AMRO,0,1271066,0,20235
8/17/2023,GT,Guatemala,AMRO,0,1271066,0,20235
8/18/2023,GT,Guatemala,AMRO,0,1271066,0,20235
8/19/2023,GT,Guatemala,AMRO,0,1271066,0,20235
8/20/2023,GT,Guatemala,AMRO,0,1271066,0,20235
8/21/2023,GT,Guatemala,AMRO,1,1271067,0,20235
8/22/2023,GT,Guatemala,AMRO,0,1271067,0,20235
8/23/2023,GT,Guatemala,AMRO,0,1271067,0,20235
8/24/2023,GT,Guatemala,AMRO,0,1271067,0,20235
8/25/2023,GT,Guatemala,AMRO,0,1271067,0,20235
8/26/2023,GT,Guatemala,AMRO,0,1271067,0,20235
8/27/2023,GT,Guatemala,AMRO,0,1271067,0,20235
8/28/2023,GT,Guatemala,AMRO,2,1271069,0,20235
8/29/2023,GT,Guatemala,AMRO,0,1271069,0,20235
8/30/2023,GT,Guatemala,AMRO,0,1271069,0,20235
8/31/2023,GT,Guatemala,AMRO,0,1271069,0,20235
9/01/23,GT,Guatemala,AMRO,0,1271069,0,20235
9/02/23,GT,Guatemala,AMRO,0,1271069,0,20235
9/03/23,GT,Guatemala,AMRO,0,1271069,0,20235
9/04/23,GT,Guatemala,AMRO,1,1271070,0,20235
9/05/23,GT,Guatemala,AMRO,0,1271070,0,20235
9/06/23,GT,Guatemala,AMRO,0,1271070,0,20235
9/07/23,GT,Guatemala,AMRO,0,1271070,0,20235
9/08/23,GT,Guatemala,AMRO,0,1271070,0,20235
9/09/23,GT,Guatemala,AMRO,0,1271070,0,20235
9/10/23,GT,Guatemala,AMRO,0,1271070,0,20235
9/11/23,GT,Guatemala,AMRO,0,1271070,0,20235
9/12/23,GT,Guatemala,AMRO,0,1271070,0,20235
9/13/2023,GT,Guatemala,AMRO,0,1271070,0,20235
9/14/2023,GT,Guatemala,AMRO,0,1271070,0,20235
9/15/2023,GT,Guatemala,AMRO,0,1271070,0,20235
9/16/2023,GT,Guatemala,AMRO,0,1271070,0,20235
9/17/2023,GT,Guatemala,AMRO,0,1271070,0,20235
9/18/2023,GT,Guatemala,AMRO,0,1271070,0,20235
9/19/2023,GT,Guatemala,AMRO,0,1271070,0,20235
9/20/2023,GT,Guatemala,AMRO,0,1271070,0,20235
9/21/2023,GT,Guatemala,AMRO,0,1271070,0,20235
9/22/2023,GT,Guatemala,AMRO,0,1271070,0,20235
9/23/2023,GT,Guatemala,AMRO,0,1271070,0,20235
9/24/2023,GT,Guatemala,AMRO,0,1271070,0,20235
9/25/2023,GT,Guatemala,AMRO,0,1271070,0,20235
9/26/2023,GT,Guatemala,AMRO,0,1271070,0,20235
9/27/2023,GT,Guatemala,AMRO,0,1271070,0,20235
9/28/2023,GT,Guatemala,AMRO,0,1271070,0,20235
9/29/2023,GT,Guatemala,AMRO,0,1271070,0,20235
9/30/2023,GT,Guatemala,AMRO,0,1271070,0,20235
10/01/23,GT,Guatemala,AMRO,0,1271070,0,20235
10/02/23,GT,Guatemala,AMRO,0,1271070,0,20235
10/03/23,GT,Guatemala,AMRO,0,1271070,0,20235
10/04/23,GT,Guatemala,AMRO,0,1271070,0,20235
10/05/23,GT,Guatemala,AMRO,0,1271070,0,20235
10/06/23,GT,Guatemala,AMRO,0,1271070,0,20235
10/07/23,GT,Guatemala,AMRO,0,1271070,0,20235
10/08/23,GT,Guatemala,AMRO,0,1271070,0,20235
10/09/23,GT,Guatemala,AMRO,0,1271070,0,20235
10/10/23,GT,Guatemala,AMRO,0,1271070,0,20235
10/11/23,GT,Guatemala,AMRO,0,1271070,0,20235
10/12/23,GT,Guatemala,AMRO,0,1271070,0,20235
10/13/2023,GT,Guatemala,AMRO,0,1271070,0,20235
10/14/2023,GT,Guatemala,AMRO,0,1271070,0,20235
10/15/2023,GT,Guatemala,AMRO,0,1271070,0,20235
10/16/2023,GT,Guatemala,AMRO,0,1271070,0,20235
10/17/2023,GT,Guatemala,AMRO,0,1271070,0,20235
10/18/2023,GT,Guatemala,AMRO,0,1271070,0,20235
10/19/2023,GT,Guatemala,AMRO,0,1271070,0,20235
10/20/2023,GT,Guatemala,AMRO,0,1271070,0,20235
10/21/2023,GT,Guatemala,AMRO,0,1271070,0,20235
10/22/2023,GT,Guatemala,AMRO,0,1271070,0,20235
10/23/2023,GT,Guatemala,AMRO,0,1271070,0,20235
10/24/2023,GT,Guatemala,AMRO,0,1271070,0,20235
10/25/2023,GT,Guatemala,AMRO,0,1271070,0,20235
10/26/2023,GT,Guatemala,AMRO,0,1271070,0,20235
10/27/2023,GT,Guatemala,AMRO,0,1271070,0,20235
10/28/2023,GT,Guatemala,AMRO,0,1271070,0,20235
10/29/2023,GT,Guatemala,AMRO,0,1271070,0,20235
10/30/2023,GT,Guatemala,AMRO,0,1271070,0,20235
10/31/2023,GT,Guatemala,AMRO,0,1271070,0,20235
11/01/23,GT,Guatemala,AMRO,0,1271070,0,20235
11/02/23,GT,Guatemala,AMRO,0,1271070,0,20235
11/03/23,GT,Guatemala,AMRO,0,1271070,0,20235
11/04/23,GT,Guatemala,AMRO,0,1271070,0,20235
11/05/23,GT,Guatemala,AMRO,0,1271070,0,20235
11/06/23,GT,Guatemala,AMRO,0,1271070,0,20235
11/07/23,GT,Guatemala,AMRO,0,1271070,0,20235
11/08/23,GT,Guatemala,AMRO,0,1271070,0,20235
11/09/23,GT,Guatemala,AMRO,0,1271070,0,20235
11/10/23,GT,Guatemala,AMRO,0,1271070,0,20235
11/11/23,GT,Guatemala,AMRO,0,1271070,0,20235
11/12/23,GT,Guatemala,AMRO,0,1271070,0,20235
11/13/2023,GT,Guatemala,AMRO,0,1271070,0,20235
11/14/2023,GT,Guatemala,AMRO,0,1271070,0,20235
11/15/2023,GT,Guatemala,AMRO,0,1271070,0,20235
11/16/2023,GT,Guatemala,AMRO,0,1271070,0,20235
